,text,score
5772,Nihilent Technologies files draft IPO papers with Sebi,0.0
5773,"Nikkei retreats on China worries, but pares losses",0.0
5774,No age bar for appointing Commex managing director,0.0
5775,"No curbs, but MNC royalty payouts under scanner",0.0
5776,No new money coming into IT: Gautam Trivedi,0.0
5777,Non-subsidy current spends should be minimised: JP Morgan,0.0
5778,"November 18, 2013: Mecklai Financial report on rupee",0.0
5779,"November 22, 2013: Mecklai Financial report on rupee",0.0
5780,NSE takes Renuka Sugars' 5% stake in NCDEX,0.0
5781,NSE to conduct 75-minute 'Muhurat Trading' on Diwali,0.0
5782,NSE to organise tech summit for BFSI sector,0.0
5783,"NSEL scam: Investors want action against brokers, defaulters",0.0
5784,NSIC may soon become Mini-ratna I company: CMD,0.0
5785,"NTPC pays Rs 4,742 crore dividend for 2013-14",0.0
5786,Numero Uno Clothing files IPO papers with Sebi,0.0
5787,Oil prices mixed ahead of US stockpiles report,0.0
5788,Oil steadies around $107 after Iran talks extended,0.0
5789,OnMobile appoints CEO Rajiv Pancholy as Managing Director,0.0
5790,Option writers bet on Bank Nifty staying flat,0.0
5791,Ortel Communications to tap capital markets in November,0.0
5792,Over 50 companies moved to BSE dissemination board,0.0
5793,PACL Bhangoo approaches SAT against Sebi recovery order,0.0
5794,PBOC steps up intervention in yuan trading: Sources,0.0
5795,Playing Bank Nifty ahead of US Fed meet,0.0
5796,Postmen to tutor rural India on banking system,0.0
5797,PowerGrid board okays FPO; issue likely by Sept,0.0
5798,PowerGrid to hit capital market in 6-8 months,0.0
5799,Pradeep Hejmadi appointed Business Head of Zee TV,0.0
5800,Pre-market: Nifty seen opening flat; GDP data eyed,0.0
5801,"Pre-market: Nifty seen opening flat; may reclaim 8,000",0.0
5802,Pre-market: Nifty seen opening flat; may retest 8350,0.0
5803,Pre-RBI Policy: Here how bonds and rupee react,0.0
5804,"Process for selecting CIL CMD begins,PESB invites applications",0.0
5805,Proposed changes will further strengthen SEBI: Arun Jaitley,0.0
5806,Puravankara real estate scheme not a CIS: Sebi,0.0
5807,Quarterly numbers not to impact Ranbaxy: Harendra Kumar,0.0
5808,Quick Heal plans initial public offer in December-January,0.0
5809,Race hots up for U K Sinha's successor,0.0
5810,Rajesh Exports net profit at Rs 76.12 cr,0.0
5811,Rakesh Kumar Upadhyay is new CMD of BSNL,0.0
5812,Ramco Systems net profit at Rs 4.77 crore,0.0
5813,Ramprasad Reddy to head Aurobindo Pharma's US-based arm,0.0
5814,Ravi Venkatesan steps down as Microsoft India chairman,0.0
5815,RBI issues new reporting norms for over-the-counter trades,0.0
5816,Recommend wait and watch for Wockhardt: Sudip Bandyopadhyay,0.0
5817,Reliance Capital Q4 profit at Rs 267 crore,0.0
5818,Reliance Industries Ltd shares end flat after earnings,0.0
5819,Reliance Infrastructure appoints M S Mehta as CEO,0.0
5820,Reliance Infrastructure Q3 Net at Rs 452 crore,0.0
5821,RINL chief P Madhusudan nominated as OMDC chairman,0.0
5822,Sahara finally deposits Rs 3000 crore with Sebi,0.0
5823,"Sahara investors untraceable, but search empties Sebi coffers",0.0
5824,Sahara submits ownership papers of lands to Sebi,0.0
5825,Sanjay Kapoor joins PVR Cinemas board as director,0.0
5826,"Saria, other steel remain flat in thin trade",0.0
5827,SAT upholds Sebi order in Aditya International case,0.0
5828,SBI Managing Director Hemant Contractor may head PFRDA,0.0
5829,Sebi board clears one-time registration system for brokers,0.0
5830,SEBI changes rule of dividend transfer under SLB,0.0
5831,Sebi directs Suraksha Agrotech to refund investor money,-1.0
5832,"Sebi finalising new corporate governance code, insider norms",0.0
5833,Sebi issues new norms regarding delivery instruction slips,0.0
5834,SEBI lets IDR holders convert 25% into equity,0.0
5835,Sebi moots consolidated 'annual information' filing by firms,0.0
5836,Sebi mulls mandatory 'Dividend Policy' for listed companies,0.0
5837,Sebi mulls new group for manipulation-prone penny stocks,0.0
5838,Sebi proposes new listing & disclosure requirement norms,0.0
5839,Sebi relies on Sahara order to nail fraudsters,0.0
5840,Sebi tightens norms for issue of participatory notes,0.0
5841,Sebi to consider new corporate governance code tomorrow,0.0
5842,Sebi to hire two executive directors in 2014,0.0
5843,Sebi to issue details of corporate governance norms,0.0
5844,Sebi to make share trading cheaper and simpler,0.0
5845,"SEBI to replace listing regulations, tighten trading rules",0.0
5846,Sebi to seek extra funds for investor programmes,0.0
5847,Sebi wants companies to adopt 'Dividend Distribution Policy',0.0
5848,Sensex in a range; top stocks in focus,0.0
5849,Sensex in uncharted territory; investors should tread cautiously,-1.0
5850,"September 3, 2014: Mecklai Financial report on Rupee",0.0
5851,SGX India office to woo fund raising corporations,0.0
5852,Shed off weight in banking stocks: IV Subramanium,-1.0
5853,Shekhar Mittal takes over as Goa Shipyard chief,0.0
5854,Shell Lubricants appoints Nitin Prasad as India head,0.0
5855,Shemaroo Entertainment ends at Rs 171/share on NSE,0.0
5856,SKS Microfinance issues NCDs worth Rs 200 crore,0.0
5857,Spice i2i appoints Dilip Modi as Executive VC,0.0
5858,Srei Infrastructure Finance  exploring' Diageo open offer,0.0
5859,SRL files draft prospectus with Sebi for IPO,0.0
5860,Startup exchange Aquis to add eight new markets,0.0
5861,Sterling steadies ahead of BoE monetary policy meet,0.0
5862,Stock-specific action likely; all eyes on Bank Nifty,0.0
5863,Support seen at 6000 levels on Nifty bounceback,0.0
5864,Syntel appoints Nitin Rakesh as CEO and President,0.0
5865,Taiwan to tap $15.3 billion stocks stabilisation fund,0.0
5866,Target of 165 on Orchid Chemicals: Ashuu Kakkarr,0.0
5867,Tata Power appoints Ramesh N Subramanyam as CFO,0.0
5868,Ten key takeaways from HCL third quarter results,0.0
5869,Tiles maker RAK India plans to go public,0.0
5870,"Top five factors that took Nifty past 8,700",0.0
5871,Traders make a killing by selling Nifty options,0.0
5872,TV18 Broadcast Q2 profit at Rs 43.22 crore,0.0
5873,TV18 Broadcast Q4 profit at Rs 95.47 crore,0.0
5874,Two brokers on police radar in NSEL case,0.0
5875,U K Sinha appointed 8th chairman of SEBI,0.0
5876,UCX appoints Samir Shah as Chief Executive Officer,0.0
5877,Usha Ananthasubramanian is CMD of Bharatiya Mahila Bank,0.0
5878,VA Tech Wabag Q4 net profit remains flat,0.0
5879,Vedanta appoints 3 directors on Cairn India board,0.0
5880,Vedanta appoints Mukesh Bhavnani as Group Legal Counsel,0.0
5881,Virtusa to retain Polaris listing on Indian bourses,0.0
5882,VK Sharma Tipped to be RBI deputy Governor,0.0
5883,Vodafone names Philips chief Kleisterlee as new Chairman,0.0
5884,Wait and watch for Asian Paints: Sandeep Wagle,0.0
5885,"Wall Street ends flat in earnings, data lull",0.0
5886,Watch out for the banking space: Angel Broking,0.0
5887,What brokers are expecting from Infosy Q2 results,0.0
5888,What should investors expect from HDFC Q4 results?,0.0
5889,What's in Store for IDFC MF's Star Picks?,0.0
5890,Why investors should not eagerly await HUL results,0.0
5891,WNS Holdings COO Anup Gupta moves to Nexus,0.0
5892,Worried about FII outflow? Inflows should resume soon,0.0
5893,11 new entities seek membership of NCDEX forward segment,0.0
5894,Achhe Din' ahead as quarterly results reflect market optimism,1.0
5895,Action by Sebi under ordinance to remain valid: Government,0.0
5896,Advertising company Outbrain files for possible Nasdaq listing: Reports,0.0
5897,Airtel to raise 250 million more from bond sale,0.0
5898,Alcatel-Lucent confirms plans for IPO of submarine network unit,0.0
5899,Alkem Laboratories eyes $210 million IPO in December: Sources,0.0
5900,Alumni back IIM-A: 40 crore promised in a day,0.0
5901,Amfi forms panel to decide stance on shareholder votes,0.0
5902,"Analyst View: Market wrap for Monday, Dec 5, 2011",0.0
5903,Anand Selva appointed as consumer banking head of Citibank,0.0
5904,Are you prepared for a bear market? Find out,-1.0
5905,Arun Katiyar joins One97 Mobility Fund as venture catalyst,0.0
5906,Arun Nanda joins equity major 3i as non-executive chairman,0.0
5907,AS Rao to join RPG as chief financial officer,0.0
5908,Asian stocks tread water ahead of US jobs data,0.0
5909,"Asset Reconstruction Company appoints Sanjay Jain as president, COO",0.0
5910,Assocham for examining select commods for any insider trading,0.0
5911,aurionPro solutions Q4 net profit at Rs 11.24 crore,0.0
5912,Aurobindo Pharma can go upto Rs 425: Prakash Gaba,0.0
5913,Axis Securities elevates Arun Thukral as MD and CEO,0.0
5914,Bajaj Electricals Q2 net profit at Rs 11.26 crore,0.0
5915,Bank on the lenders for superb returns in 2016,0.0
5916,"Banks seek shareholder nod for Rs 5,934-crore capital infusion",0.0
5917,Bharti Airtel continues to face exodus of top executives,0.0
5918,Bhartiya Group appoints G Raghavan as Bhartiya Urban CEO,0.0
5919,Billionaire John Paulson retains stake in biggest gold ETP,0.0
5920,Biocon Kiran Mazumdar-Shaw to receive 2014 Othmer Gold Medal,0.0
5921,Biocon sets Syngene IPO price band at Rs 240-250,0.0
5922,BNP Paribas launches first equity index linked green bond,0.0
5923,BofA-ML pegs rupee at 57-58 on positive poll outcome,0.0
5924,Bond market expects US Fed to wait till March,0.0
5925,"Broad-based rally begins; Nifty may retest 8,350-8,400: Ashwani Gujral",0.0
5926,Brokers should not bank on one IT vendor: Sebi,0.0
5927,BSE asks brokers to remit excess STT to government,0.0
5928,BSE expects 30 SME IPOs in next 2-3 months,0.0
5929,"BSE Sensex may touch 23,500 level by year-end: RBS",0.0
5930,"BSE Sensex to hit 32,980 by December 2015: Poll",0.0
5931,C M Vasudev re-appointed as HDFC Bank non-executive chairman,0.0
5932,Cabinet to take up PSU ETF proposal on Wednesday,0.0
5933,Cairn India: Progress on E&P Projects key to growth,0.0
5934,CCI probes Gujarat Gas Company on Saint Gobain Plaint,0.0
5935,Central Bank sells entire stake in CIBIL to Transunion,-1.0
5936,China keeps investors on edge: Is it 2008 again?,0.0
5937,"China stock markets steady after c.bank pledges ""flexible"" policy",0.0
5938,China yuan holds steady as corporates cling to dollar,0.0
5939,"China yuan steady, better-than-expected PMI survey has no impact",0.0
5940,Chinese developers to suffer little from yuan devaluation: S&P,0.0
5941,Chinese stocks vs reality: Shares are untethered to economy,0.0
5942,Cholamandalam gets Board approval for raising Rs 500 crore,0.0
5943,CIL IPO in line with market expectations: Avinash Gorakshekar,0.0
5944,CLSA's top five mid-cap picks in tough macro environment,0.0
5945,Coaching institute Resonance Eduventures Plans Rs 500 crore IPO,0.0
5946,Commexes asked to implement FSLRC suggestion from next month,0.0
5947,Court order on NK Proteins MDs bail plea today,0.0
5948,Cox & Kings Q1 PAT at Rs 147 crore,0.0
5949,Currency ties key to dollar reserve hegemony: BIS study,0.0
5950,Dalal street plays smart as May 16 draws near,0.0
5951,"Dalal Street to closely follow winter session, F&O expiry",0.0
5952,"Dandapani named CEO of Infy BPO, Idnani's new COO",0.0
5953,Did Federal Reserve Janet Yellen just enter currency wars?,0.0
5954,Did FIIs get a whiff of the Daiichi sale?,0.0
5955,Dilip Buildcon files for nearly $100 mn IPO: Sources,0.0
5956,Dilip Kumar Khandelwal appointed managing director of SAP Labs,0.0
5957,Directors on PSB boards to get market fee soon,0.0
5958,"Dollar firm vs commodity currencies, eyes on oil prices",0.0
5959,Essar Oilfields ropes in Ankur Gupta as new CEO,0.0
5960,Essel Finance seeks licence to enter housing finance business,0.0
5961,"Euro holds firm after post-ECB short-covering, USD eyes jobs",0.0
5962,Euro remains range-bound against dollar ahead of ECB meeting,0.0
5963,"European shares steady, attention turns to euro zone summit",0.0
5964,Europeans banks eye dollar bond market for capital boost,0.0
5965,"Evening trading for agricultural commodities to help farmers, traders'",0.0
5966,"Expect Nifty to trade in 8,100-8,300 range: Sandeep Wagle",0.0
5967,Expect Nifty to tread between 5950-6100 levels: Mitesh Thacker,0.0
5968,"F&O Strategy by Bhavin Desai, Head of Derivative Research",0.0
5969,F&O Tracker: Nifty Likely to Trade in 8650-8280 Zone,0.0
5970,FIIs put $1.3 bn in Indian equities in April,0.0
5971,FIIs trim stake in FMCG companies during Jan-Mar quarter,0.0
5972,FIMMDA removes trading bands for govt bonds for Monday,0.0
5973,Financial sector accounts for bulk of corporate bond issuances,0.0
5974,Flash crash: Sebi to hear NSE's reply on Monday,0.0
5975,"Foreign investors pitch to expedite listing of NSE, BSE",0.0
5976,Former Randstad India MD E Balaji joins TVS Logistics,0.0
5977,"FTIL enters pact with Rakesh Jhunjhunwala, to exit MCX-SX",0.0
5978,Glenmark Pharma posts FY11 net at Rs 457.83 cr,0.0
5979,Gokul posts FY'11 net profit at Rs 61.7 crore,0.0
5980,Gold dips but Malaysian plane downing seen aiding sentiment,0.0
5981,"Gold treads water near $1,160, Fed meeting in focus",0.0
5982,Gurmit Singh joins Yahoo India as new Managing Director,0.0
5983,Guruvayur temple to buy 10 kg saffron every month,0.0
5984,HCC reports Rs 5.39 crore net profit in Q3,0.0
5985,Hindalco Industries promotes Satish Pai as deputy managing director,0.0
5986,Hold Financial Technologies at current level:  G Chokkalingam,0.0
5987,"Hold JSW Steel, target price Rs 900: BNP Paribas",0.0
5988,HSBC securities registers for new Foreign Portfolio Investor scheme,0.0
5989,HT Media Q3 net profit at Rs 67.02 crore,0.0
5990,HUL: Soaps business holds the key to co's prospects,0.0
5991,ICICIdirect Centre for Financial Learning launches StockMIND Season 4,0.0
5992,"IDFC Bank debuts on bourses, lists at Rs 70.50",0.0
5993,IDFC lowers FII shareholding limit by 0.25 percentage points,0.0
5994,IIHFL to raise Rs 200 crore through non-convertible debentures,0.0
5995,IL&FS Engineering files papers for Rs 300-crore rights issue,0.0
5996,Immediate resistance for rupee is placed at 55.85: Bonanza,0.0
5997,In-charges of Rourkela Steel Plant awarded for exemplary work,0.0
5998,"India, the third fastest growing investor in the US",0.0
5999,"Indian funds, HNIs eye slice of Alibaba mega IPO",0.0
6000,Infosys Q1 results: 5 things to watch out for,0.0
6001,Infosys Q3 earnings: Five things to watch out for,0.0
6002,Infrastructure stocks' direction depends on the market: Deepak Mohoni,0.0
6003,Investigators turn bankers into informants in forex probe: WSJ,0.0
6004,Investors should tread carefully in midcaps ahead of results,0.0
6005,Is gold a safe haven for investors in India?,0.0
6006,J&K Bank nets Rs 932 crore in nine months,0.0
6007,Jewellers seek a role in new gold monetisation scheme,0.0
6008,JP Chalasani quits Reliance Power to join Punj Lloyd,0.0
6009,JSW Steel little changed despite unfavourable ruling against subsidiary,0.0
6010,Karl-Ulrich Kohler to replace Kirby Adams as Corus CEO,0.0
6011,Kartik Kaushik to lead Citi India consumer banking division,0.0
6012,"KEC International: Orders help, but margins hurt its revenue",0.0
6013,Kenneth Andrade exits IDFC Mutual Fund leaving investors jittery,0.0
6014,Kotak Mutual Fund appoints Harsha Upadhyaya as equities head,0.0
6015,Lending Club bursts onto Wall Street with $870-million IPO,0.0
6016,Lodha Developers Pvt to raise $1 billion via IPO,0.0
6017,Lodha Group relaunches $350 million overseas bond sale plan,0.0
6018,"Lok Sabha passes Sebi Bill, to check fly-by-night schemes",0.0
6019,London-based billionaire among bidders for Financial Technologies MCX stake,0.0
6020,Maintain limited investment in real estate stocks: Neeraj Deewan,0.0
6021,"March series may expire at 6,600-6,650: Vishal Kshatriya, Edelweiss",0.0
6022,Mario Draghi gets ECB support for unlimited bond purchase,0.0
6023,Markets are expecting reforms-oriented Budget this time: Hemindra Hazari,0.0
6024,Markets may correct 5-6% in the near future: Edelweiss,0.0
6025,Markets should be range bound between 7950-8050: Ashwani Gujral,0.0
6026,Markit IPO may value company at about $4.47 bn,0.0
6027,Maruti Q4 results: Here what to watch out for,0.0
6028,Maruti Suzuki could have avoided the mix-up: Prateek Agarwal,0.0
6029,Masala bonds offer diversification but only for few: Fitch,0.0
6030,May see uptick in cyclicals going ahead: Anand Tandon,1.0
6031,MCX appoints one more shareholder director on its Board,0.0
6032,MCX investors give nod to transfer Financial Technologies' stake,0.0
6033,MCX-SX gets Sebi approval for IRF; launch this month,0.0
6034,"Micromax launches Canvas Pace 4G Q416, priced Rs 6,821",0.0
6035,Midcap IT space insulated with domestic uncertainties: Prakash Diwan,0.0
6036,Monsanto appoints Shilpa Divekar Nirula as India Region CEO,0.0
6037,Motilal Oswal PE seeks tax exemption for fund investors,0.0
6038,Mphasis: Company needs to move out of parent's shadow,0.0
6039,MT Educare allots 17.38 lakh shares to anchor investors,0.0
6040,MT Educare plans IPO for college campus in Karnataka,0.0
6041,Mukund Abhyankar has been elected as chairman of NAFCUB,0.0
6042,Narayan Ramachandran to resign as Morgan Stanley country head,0.0
6043,Network18 to raise Rs 300 cr by issuing debentures,0.0
6044,New consent order norms in a few weeks: Sebi,0.0
6045,Neyveli Corp: Tamil Nadu government offer referred to Sebi,0.0
6046,NHPC reports Rs 719 cr net profit for Q1,0.0
6047,Nifty could correct maximum by 130 points: Mitesh Thacker,0.0
6048,Nifty to reach 8600-8700 at some point: Ashwani Gujral,0.0
6049,Nifty to remain sideways around 8290 levels: Mitesh Thacker,0.0
6050,Nikkei steady as China data arrives in-line with expectations,0.0
6051,NPA cycle has peaked out for SBI: Prakash Diwan,0.0
6052,NSE issues guidance for companies to make right disclosures,0.0
6053,NSE to auction limits in bonds for foreign investors,0.0
6054,"NSEL follows govt diktat, modifies contracts as per law",0.0
6055,NSEL investors forum to appeal against High Court Order,0.0
6056,NSEL promoter Jignesh Shah submits bona fides to FMC,0.0
6057,"NYSE tests systems, to brief investors before Alibaba's debut",0.0
6058,Oil price forecasts: BofA Merrill cuts 2016 Brent forecast,0.0
6059,One can selectively look into auto sector: Mehraboon Irani,0.0
6060,Onno Ruhl appointed World Bank Country Director for India,0.0
6061,OPEC Secy-Gen says low oil price will not continue,0.0
6062,Opening of Saudi stock market to boost MENA region,0.0
6063,Ozone Pharma planning for IPO in the near future,0.0
6064,P Madhusudan assumes charge as new CMD of RINL,0.0
6065,Patni founders rule out stake sale plans at AGM,0.0
6066,Petronet LNG posts flat performance for March 2013 quarter,0.0
6067,Piramal Enterprises Q1 net profit at Rs 4.08 crore,0.0
6068,"Piramal offer floating rate bonds, but will investors gain?",0.0
6069,Prabhudas Lilladhers largecap ideas to buy in Muhurat trading,0.0
6070,Pre-market: Nifty likely to open gap-down on Greece woes,0.0
6071,Pre-market: Nifty seen opening flat in special trading session,0.0
6072,Pre-market: Nifty50 may open flat tracking mixed global cues,0.0
6073,Prime Broking to move Supreme Court against NSE arm,0.0
6074,PSU banks showing some signs of life: Ajay Bodke,0.0
6075,PSU sector riding on size and liquidity: Dilip Bhat,0.0
6076,"PSUs languishing in valuations, but offer pockets of hope",0.0
6077,Punj Lloyd Q3 net profit at Rs 13 cr,0.0
6078,PVR reports Q3 net profit at Rs 31.55 crore,0.0
6079,R Neelakantan returns to SpiceJet as chief financial officer,0.0
6080,Rajdeep Endow is new Managing Director of Sapient India,0.0
6081,Ramco Systems waiting SEBI's nod on rights issue: CEO,0.0
6082,"RBI buys bonds worth Rs 9,092.9 cr under OMO",0.0
6083,RBI monetary policy review to dictate trend on bourses,0.0
6084,RBI sets rupee reference rate at 64.92 against dollar,0.0
6085,Recent correction should bring back foreign investors to India',0.0
6086,Recommend wait and watch for retail sector: Deepak Shenoy,0.0
6087,Rice bran oil associations campaigning hard to increase consumption,0.0
6088,"Richard Merwe appointed MD, vice chairman of Bayer CropScience",0.0
6089,Rupee hits 59.22 against US dollar in intraday trade,0.0
6090,Sahara case: Sebi to seek help of foreign regulators,0.0
6091,"Same time next year, Sensex may be at 29,000",0.0
6092,Samsung Bioepis hires banks for planned Nasdaq IPO: Source,0.0
6093,Sanjiv Singh takes over as IOCs director of refineries,0.0
6094,SAT adjourns hearing on RIL-Sebi case to April 16,0.0
6095,"SBI appoints B Sriram, VG Kannan as managing directors",0.0
6096,SBI chief Bhattacharya in race for Sebi top job,0.0
6097,"SBI gets shareholder nod for Rs 11,500 crore QIP",0.0
6098,SC dismisses Dalals' plea in the IPO fraud case,0.0
6099,SC gives verdict on Presidential reference; telecom stocks mixed,0.0
6100,Sebi allows 100 alternative funds to operate in India,0.0
6101,Sebi allows Pune Stock Exchange to exit bourse business,0.0
6102,Sebi asks AIFs to give full disclosure on 'associates',0.0
6103,Sebi exempts Prozone promoter trust from making open offer,0.0
6104,Sebi has it all to prove in insider probe,0.0
6105,SEBI may seek litigation information from companies launching IPOs,0.0
6106,Sebi mulls fresh checks on mis-selling of mutual funds,0.0
6107,"Sebi norms on REITs, InvITs a welcome step: Industry",0.0
6108,Sebi proposes norms for reclassifying promoter as public shareholders,0.0
6109,Sebi seeks clarification from 3 firms on IPO plans,0.0
6110,Sebi studies its own regulatory impact: U K Sinha,0.0
6111,Sebi to act tough in high-profile insider trading cases,0.0
6112,Sebi to empanel administrators to look after refund process,0.0
6113,Sebi wants strict compliance to mandatory woman director norms,0.0
6114,Sebi's stand against reluctant promoters may benefit small investors,0.0
6115,Securitised debt must be settled via clearing houses: SEBI,0.0
6116,"See Nifty at 7,460 in the short-term: Mitesh Thacker",0.0
6117,Should new investors opt for stocks or mutual funds?,0.0
6118,Singapore bail-in proposals make senior bond holders breathe easy,0.0
6119,South Africa rand steady ahead of S&P rating update,0.0
6120,SpiceJet to issue warrants to promoters for fund raising,0.0
6121,"Srikanth Srinivas joins Adfactors as senior V-P, Public Affairs",0.0
6122,State government companies lure PFs with high-return bond issues,0.0
6123,Sterling firms as early results go against Scottish independence,0.0
6124,"Sterling in limbo ahead of UK jobs, housing reports",0.0
6125,Submit associate members' details by February-end: NSE to brokers,0.0
6126,Sudhir Mathur becomes the new CFO of Cairn India,0.0
6127,Sunil Mittal appointed co-chair of India Africa Business Council,0.0
6128,Surprised with Unilever's open offer for HUL: Anirudha Dutta,0.0
6129,Symantec appoints Sanjay Rohatgi as President of India Sales,0.0
6130,Taiwan to launch yuan forex futures in July: Sources,0.0
6131,Target for Nifty Future seen at 9180-9200: Ashish Chaturmohta,0.0
6132,Tata Group eyes $350 billion market cap by 2025,0.0
6133,Tata Motors shareholders approve pay proposals of 3 executives,0.0
6134,"Tata Sons appoints Sunil Sinha Resident Director, MENA region",0.0
6135,"TBWA rejigs India top management,appoints Vineet Bajpai as CEO",0.0
6136,"TCS Q4 profit seen at Rs 5,397 cr QoQ",0.0
6137,"Technicals point to increasing probability of 7,000 on NSE",0.0
6138,Ten market-linked insurance funds beat Nifty on fiscal returns,0.0
6139,The fundamental road ahead: Markets seen rangebound in December,0.0
6140,"Things edgy for infrastructure companies: Pankaj Pandey, ICICI Direct",0.0
6141,Timeline of China's attempts to prevent stock market meltdown,0.0
6142,Top 5 key takeaways from Tata Motors Q2 results,0.0
6143,Turnaround in FMCG may take a few more quarters,0.0
6144,"UBS sees Nifty at 8,000 level by December end",0.0
6145,United Bank profit at Rs 41.78 crore in Q3,0.0
6146,US Dollar mixed in Asia after Fed chief comments,0.0
6147,US dollar steady ahead of US Federal Reserve meeting,0.0
6148,Use correction to re-enter market at lower levels: Analysts,0.0
6149,Valiant Capital values Shriram Housing at Rs 750 cr,0.0
6150,"VC, PE firms line up $1bn for green energy",0.0
6151,Vijaya Bank reports Rs 161.46 crore Q1 net profit,0.0
6152,Vishal Sikka to outline strategy at Infosys Q2 results,0.0
6153,VRL Logistics files draft paper with Sebi for IPO,0.0
6154,Wall Street ends near flat after mixed economic data,0.0
6155,"Watch for SBI's level of 2400: Rajat Bose, rajatkbose.com",0.0
6156,What should investors expect from Reliance Industries' 40th AGM?,0.0
6157,"Whats trending in F&Os? 8,358 level crucial for Nifty",0.0
6158,Why does high-speed rail remain elusive in the US?,0.0
6159,Wipro Q4 results: Five things to watch out for,0.0
6160,Yes Bank wrangle may be solved out of court,0.0
6161,"Yuan slips on PBOC guidance, but little change expected",0.0
6162,2010 could well be the year of midcaps: BNP Paribas,1.0
6163,5 triggers that can unveil some hidden gems among midcaps,0.0
6164,"A year on from record low, optimism abounds about rupee",1.0
6165,Adani Group to hit global bond mkt with $1.5-bn issue,0.0
6166,Akhil Puri joins KKR Capstone in Asia as India Director,0.0
6167,Alkem Labs appoints banks for up to $291 million IPO,0.0
6168,Alstom Project can retest highs of 415 levels: Mitesh Thacker,0.0
6169,Asia Index to make India hub for South-East Asia markets,0.0
6170,Atul Auto will find resistance around Rs 128-130: Ashwani Gujral,0.0
6171,Bank Nifty is the key to tomorrow trading: Mitesh Thacker,0.0
6172,Bharat Forge Q2 profit nearly flat at Rs 175 crore,0.0
6173,Bosch Ltd posts Q2 net profit of Rs 305 crore,0.0
6174,Botched Facebook IPO on Nasdaq led Alibaba to choose NYSE,0.0
6175,BSE eyes trading speed of 20 microseconds in three years,0.0
6176,BSE sets circuit limit of 10% for United Breweries scrip,0.0
6177,"BSE to auction government bonds worth Rs 4,176 crore tomorrow",0.0
6178,BSE to auction investment limits for Rs 332-crore government bonds,0.0
6179,"CAG report, macro indicators to keep investors on the edge",0.0
6180,Camlin Fine Sciences Q2 net profit of Rs 5.81 crore,0.0
6181,Can the party in US stocks keep going in 2015?,0.0
6182,Carl Icahn says his firm sold remainder of Netflix stake,0.0
6183,Catholic Syrian Bank files for up to $64 mn IPO,0.0
6184,CCI considering cartelisation issue in guar gum trade: Sachin Pilot,0.0
6185,China promises to make currency yuan freely traded by 2020,0.0
6186,"China yuan snaps 6-day gaining streak on weak PMI, midpoint",0.0
6187,Chinese corporate bond market calm despite default by Chaori Solar,0.0
6188,Cisco rejigs India operations; appoints Dinesh Malkani as President Sales,0.0
6189,Clams may turn out to be Kerala new marine gold,0.0
6190,Clariant Chemicals posts Rs 166.77 crore net profit in 2013,0.0
6191,Commex regulator steps in to scotch rumours on agricultural futures,0.0
6192,Continue to buy till Nifty breaks 8090-8100 levels: Mitesh Thacker,0.0
6193,Corrections in market will be shorter than rallies: Ashwani Gujral,0.0
6194,Currency wars: Dollar vs yuan vs euro through the ages,0.0
6195,Deutsche Bank uses UTIs deemed FII status to buy bonds,0.0
6196,Diesel ban: How apex courts decision will impact India Inc,0.0
6197,Direct FII market access to come from full rupee convertibility,0.0
6198,Do not see too much downside for Infosys: Deven Choksey,0.0
6199,Dollar holds firm as markets sniff risks of Fed hawkishness,0.0
6200,DTH Industry: Early lead on volume front to decide winners,0.0
6201,Entity registered as broker cannot act as merchant banker: Sebi,0.0
6202,ET in the Classroom: Simple strategies to play Nifty F&O,0.0
6203,Euro holds steady as European Central Bank policy decision looms,0.0
6204,Euronext says cash market's pre-opening to start at 0700 GMT,0.0
6205,"EY National Director Sunil Chandiramani quits, will start own consultancy",0.0
6206,F&O Tracker: Call bunching at 7500 on Nifty shows resistance,0.0
6207,F&O Tracker: Nifty likely to end at 8400 on expiry,0.0
6208,FIIs place bids worth Rs 813 crore for government bonds,0.0
6209,FIIs submit bids worth $ 1.58 billion for government bonds,0.0
6210,"FinMin, SEBI discuss direct entry of QFIs into stock market",0.0
6211,"First India bond ETF, bond index to launch in London",0.0
6212,Fitch Ratings assigns BB+ to Tata Steel $1.5 billion notes,0.0
6213,FMC asks NSEL to file recovery suits against all defaulters,0.0
6214,Force Motors appoints Naresh Rattan as COO of tractor biz,0.0
6215,Former LIC Chairman Dinesh Kumar Mehrotra named to MCX board,0.0
6216,Forward Markets Commission chairman Ramesh Abhishek gets another 3-month extension,0.0
6217,Forward Markets Commission okays settlement of e-series contracts to NSEL,0.0
6218,Forward Markets Commission working on single clearance for commodity exchanges,0.0
6219,FTIL likely to invite bids for MCX stake this week,0.0
6220,FTIL to 'highlight correct facts' of MCX-SX buyback to CBI,0.0
6221,FTSE readies new global index series to include China A-shares,0.0
6222,Fullerton India Credit to raise Rs 6 bn via bonds,0.0
6223,Gallantt Ispat lists with 4 pc premium at Rs 52,0.0
6224,Gateway Distriparks arm Snowman Logistics plans Rs 200 crore IPO,0.0
6225,German classifieds group Scout24 says to list shares this year,0.0
6226,Goa Carbon posts Rs 8.03 cr profit for Q4 FY14,0.0
6227,Gold Monetisation Scheme: Jewellers to approach RBI to request involvement,0.0
