,text,score
9020,rcom plans to sell  in tower business,-1.0
9021,recommend to be cautious with nbcc  jagdish malkani,-1.0
9022,reforms unlikely to impact coal india  stock down,-1.0
9023,regulatory  tax pressures likely to hit itc volumes,-1.0
9024,retail investors hit by intra day drop in silver,-1.0
9025,rupee trims initial gains  near against dollar,-1.0
9026,rupiah extends losses  hits lowest since august ,-1.0
9027,russian shares fall after heavy fighting in ukraine,-1.0
9028,sail net declines  to rs 090 cr,-1.0
9029,sat upholds sebi restraint on smc global securities,-1.0
9030,sebi asks moneyworld to stop providing investment advice,-1.0
9031,select edible oils remain weak on stockists selling,-1.0
9032,selling range of 543 suggested for educomp  www aptartindia com,-1.0
9033,sensex falls points on weak global cues,-1.0
9034,sensex plunges over points in global sell off,-1.0
9035,sensex retreats from all time high ends points lower,-1.0
9036,sensex turn choppy  top ten stocks in focus,-1.0
9037,shoppers stop net profit falls  in q4,-1.0
9038,silver futures hit four year low on global cues,-1.0
9039,sks microfinance scrip tanks pc on bse,-1.0
9040,slow asian demand despite multi year low gold prices,-1.0
9041,slowing us truck sales to hit bharat forge,-1.0
9042,sony plunges 25  on massive share sale plan,-1.0
9043,sony shares plunge  on ballooning loss forecast,-1.0
9044,speculators cut brent long holding for third week,-1.0
9045,sri lankan rupee falls on importer dollar demand,-1.0
9046,sstl q1 net loss at rs cr,-1.0
9047,stay underweight on it sector  says dipan mehta,-1.0
9048,stress in indusind stock  harendra kumar  elara capital,-1.0
9049,subex falls as co seeks fccb payment extension,-1.0
9050,sugar prices drop on sluggish demand  adequate supply,-1.0
9051,sugar remains weak on ample supply  low demand,-1.0
9052,tax worries drag rupee to over one month low,-1.0
9053,tcs results disappoints on revenue  important takeaways,-1.0
9054,tcs  new layer to oversee verticals  stock down,-1.0
9055,telecos under pressure as s p raises debt concerns,-1.0
9056,there is jitteriness in the market  ashwani gujral,-1.0
9057,thinksoft global services net declines  in januray march,-1.0
9058,tough to curb rubber futures volatility  expert committee,-1.0
9059,trade cautiously in illiquid stocks  nse  bse,0.0
9060,turmeric futures fall 51 pc on sluggish demand,-1.0
9061,tv stocks slump on talk of advertisement curbs,-1.0
9062,ultratech promoters sell shares worth rs crore,-1.0
9063,underweight on construction   infrastructure  blackstone asia advisors,-1.0
9064,us crude hits five year low on market rout,-1.0
9065,vedanta  shares fall  on mixed production update,-1.0
9066,venezuelas vote for change has indian pharma jittery,-1.0
9067,venus remedies slips over  post crisil downgrade,-1.0
9068,volkswagen scandal  motherson sumi systems allays investor fears,-1.0
9069,wheat prices ease on adequate supply  reduced offtake,-1.0
9070,wipro  growth could be weak in fy15  too,-1.0
9071,won drops to 1 month low  stocks close flat,-1.0
9072,won t recommend buying into reliance communications  sudip bandyopadhyay,-1.0
9073,yahoo shares take hit after alibaba ipo filing,-1.0
9074,zinc futures soften 67 pc on global cues,-1.0
9075, year bond yield off lows  weakness in rupee hurts,-1.0
9076, year bond yields fall on rajan comments on inflation,-1.0
9077, yr bond yield stays down  friday debt sale watched,-1.0
9078, yr bond yield stays down  friday s debt sale watched,-1.0
9079, will remain challenging for indian banks  say analysts,-1.0
9080,aberdeen ceo says bond market poses  huge systemic risk ,-1.0
9081,africa to weigh on bharti airtel s earnings near term,-1.0
9082,airlines tumble on paris attack as asia stocks retreat,-1.0
9083,amara raja batteries slips over  post q3 results,-1.0
9084,analysts bearish on hindalco as jharkhand shuts bauxite mines,-1.0
9085,apple shares slump ahead of september iphone launch,-1.0
9086,apple s sim move chips away at gemalto s share price,-1.0
9087,ashok leyland slips nearly  as april sales dip,-1.0
9088,asia stocks down but japan bucks trend  yen slides,-1.0
9089,asian shares slip as china concerns trump us optimism,-1.0
9090,astrazeneca pharma plunges  as board defers delisting offer,-1.0
9091,aviva stake buyers walk out of negotiations over valuations,-1.0
9092,bajaj electricals q2 net loss at rs 21 crore,-1.0
9093,bajaj electricals reports rs 65 crore loss in q4,-1.0
9094,balaji telefils has been in a downtrend  ashwani gujral,-1.0
9095,balance sheet oriented news driving telecom stocks  nitin raheja,-1.0
9096,balkrishna industries plunges over  on poor q2 results,-1.0
9097,balrampur chini reports rs 76 crore loss in q3,-1.0
9098,bayer registers q4 net loss of rs 13 cr,-1.0
9099,bearish on commodity space  taher badshah  motilal oswal amc,-1.0
9100,bharti africa q2 loss widens  weak voice revenue hurts,-1.0
9101,boc delisting plan fails as company misses buyout target,-1.0
9102,bonds see biggest single day fall in nearly months,-1.0
9103,book profits as nifty crosses levels  ashwani gujral,-1.0
9104,bosch s q2 pat declines 3  to rs 5 crore,-1.0
9105,brent climbs towards   pulls away from month low,-1.0
9106,brent drops below  as fed optimism lifts dollar,-1.0
9107,brent falls close to  after saudi price cut,-1.0
9108,brent near month low below  on brisk supplies,-1.0
9109,brent steady under   set for second weekly loss,-1.0
9110,britain ftse resumes slide  hit by emerging market exposure,-1.0
9111,brokerages lower nestle indias target price on disappointing results,-1.0
9112,bse writes to sebi on nse  unfair  trade practices,-1.0
9113,call for minimum farmgate price for pusa rice,-1.0
9114,carborundum universal ltd q2 net falls 2 per cent,-1.0
9115,cardamom futures fall 77 per cent on profit booking,-1.0
9116,cardamom futures fall 92 per cent on sluggish demand,-1.0
9117,care ends  down as share sale bids rejected,-1.0
9118,career point erases gains  falls 54 pc on bse,-1.0
9119,cautious on four wheeler stocks including maruti suzuki  iv subramaniam,-1.0
9120,chambal fertilisers may slide to 69 levels  mitesh thacker,-1.0
9121,chilli futures down 53 pc on higher output hopes,-1.0
9122,china shares snap weeks of gains  banks drag,-1.0
9123,china stocks close at biggest fall in two weeks,-1.0
9124,choppy times ahead for the market  religare mutual fund,-1.0
9125,clariant chemicals q2 net slips to rs cr,-1.0
9126,clariant chemicals slips  buyback value lower than market price,-1.0
9127,clsa downgrades jspl to sell  says risk reward is unfavourable,-1.0
9128,commexe turnover drops by per cent in april august,-1.0
9129,commodity prices will dip as super cycle ends  goldman sachs,-1.0
9130,condition not in favor of jp associates  deven choksey,-1.0
9131,copper futures fall 93  on global cues  weak demand,-1.0
9132,copper softens in futures trade on weak global cues,-1.0
9133,corporate earnings likely to remain subdued in q2  crisil,0.0
9134,crude palm oil futures remain weak on sluggish demand,-1.0
9135,dalal street experts see sensex sinking 000 points more,-1.0
9136,dhanlaxmi bank posts rs 8 crore loss for april june,-1.0
9137,dhanlaxmi bank shares tank nearly  on disappointing q3,-1.0
9138,divestment to remain overhang on nbcc stock  parag thakkar,-1.0
9139,dollar starts week under pressure  markets eye jackson hole,-1.0
9140,dollar wavers in choppy trade as risk aversion rises,-1.0
9141,downtrend in mundra port not over yet  ashwani gujral,-1.0
9142,ecb comments prove to be a drag for euro,-1.0
9143,edible oils remain weak on sluggish demand  global cues,-1.0
9144,egypt security to keep buyers away  saudi budget eyed,-1.0
9145,escorts scrip tank  on weak december sales nos,-1.0
9146,euro hits month low vs dollar on german data,-1.0
9147,exide q4 net dips  at rs crore,-1.0
9148,expect market to drift lower towards  mitesh thacker,-1.0
9149,falling crude prices may adversely impact india  global markets,-1.0
9150,food ministry to cut down july quota of sugar,-1.0
9151,fortis healthcare q1 net loss at rs 8 crore,-1.0
9152,gail q1 net drops  at rs 14 crore,-1.0
9153,gains in crude oil limited  investors weigh qe3 impact,-1.0
9154,galaxy surfactants withdraws ipo a day before its closing,-1.0
9155,gmr infrastructure hits year low on maldives civil court order,-1.0
9156,gold at three month low on global cues  weak demand,-1.0
9157,gold declines before fed meeting as ukraine crisis assessed,-1.0
9158,gold dips below rs 000 level on weak global cues,-1.0
9159,gold ends steady  silver remains weak on reduced offtake,-1.0
9160,gold steady  seen vulnerable after strong us jobs data,0.0
9161,gold silver price ratio may fall as gold cools faster,-1.0
9162,guargum futures slip  on weak domestic  overseas cues,-1.0
9163,gulf mixed  dubai falls as money flows into amlak,-1.0
9164,hindalco q3 net down  to rs crore,-1.0
9165,hong kong stocks fall on clashes  weak china data,-1.0
9166,hul brews plan to open coffee shop  stock down,-1.0
9167,ici india net decline over pc in q3,-1.0
9168,idbi falls on s p downgrade to below investment grade,-1.0
9169,imfa q3 net declines  to rs crore,-1.0
9170,infotech enterprises q2 net down   revenues up ,-1.0
9171,investor sentiment on tech goes from giddy to glum,-1.0
9172,investors dump higher oil bets as prices fall  intercontinentalexchange,-1.0
9173,ipo watch  invest in power mech ipo with caution,-1.0
9174,itc edges lower as nomura downgrades stock to  neutral ,-1.0
9175,jaggery industry suffers due to lack of political support,-1.0
9176,jain irrigation head lower to 82 levels  ashwani gujral,-1.0
9177,jeera futures remain weak on increased supply  low demand,-1.0
9178,jgbs little changed as rebounding stocks temper safe haven appeal,-1.0
9179,jsw steel reports growth in steel production  stock down,-1.0
9180,jsw steel s crude steel production up   stock down,-1.0
9181,jump in gold price could damp demand  trade official,-1.0
9182,kenneth andrade exits idfc mutual fund leaving investors jittery,-1.0
9183,kochi terminal issues may take a toll on petronet,-1.0
9184,kotak mahindra bank founders sell 2 per cent stake,-1.0
9185,lack of liquidity in corporate bonds hits index funds,-1.0
9186,lanco infratech q3 loss widens to rs 6 crore,-1.0
9187,levels of 16 coming on ashok leyland  ashwani gujral,-1.0
9188,lic investment calls come under criticism from market participants,-1.0
9189,maharashtra sugar co ops in financial trouble as prices drop,-1.0
9190,mahindra holidays q2 net profit drops by 1 pc,-1.0
9191,margin pressure could impact construction cos  earnings  avinash gorakshekar,-1.0
9192,markets fall for 5th straight session  lic spotted buying,-1.0
9193,mavi investment moves sat to sell shares  repatriate funds,-1.0
9194,mentha oil futures fall over  on sluggish demand,-1.0
9195,mf agent s guaranteed returns to flipkart violate sebi norms,-1.0
9196,microfinance cos delay ipos over sks issue  ap suicides,-1.0
9197,monsoon concerns weigh on gold demand  prices at discount,-1.0
9198,more lawsuits filed against honda  takata over air bags,-1.0
9199,more trouble for ftil as mcx holds back payment,-1.0
9200,moser baer q2 standalone loss at rs 75 cr,-1.0
9201,mrf q2 net dips  at rs crore,-1.0
9202,mrpl shares tank pc to one year low on bse,-1.0
9203,narayana murthy to exit hsbc holdings board as director,-1.0
9204,natural gas industry near term outlook grim on low availability,-1.0
9205,ndtv posts loss of rs 84 cr for oct dec,-1.0
9206,nestle india shares down almost  after earnings disappoint,-1.0
9207,nestle india slips over  on gross margins concerns,-1.0
9208,nfl q2 net dips  to rs cr,-1.0
9209,nifty likely to be on the downside  mitesh thacker,-1.0
9210,nifty50 to face strong resistance at 000  sandeep wagle,-1.0
9211,niit tech q2 net falls 7  to 1 crore,-1.0
9212,nikkei drops as investors grow concerned about economic prospects,-1.0
9213,nikkei drops as pension buying slows  wall street sags,-1.0
9214,nikkei drops as stronger yen  china worries hurt sentiment,-1.0
9215,not betting hugely on large cap indices  ashwani gujral,-1.0
9216,not excited about nbfc space  gaurav mehta  ambit capital,-1.0
9217,nsel scam  lotus refineries chief sent in police custody,-1.0
9218,oil prices plunge after opec decides against output cut,-1.0
9219,paramount print disappoints on debut trade  stock falls sharply,-1.0
9220,patni computer profit dips   plans to hire 000,-1.0
9221,piramal enterprises q4 net loss at rs crore,-1.0
9222,poor show in domestic business  disappointment for lupins investors,-1.0
9223,precious metals tumble on dollar  investors monitor china  fed,-1.0
9224,prism cement reports rs crore standalone loss in july september,-1.0
9225,profit booking grips sensex  top ten stocks in focus,-1.0
9226,profit booking pulls down ril by 54 pc on bse,-1.0
9227,promoter group pares 24  stake in kotak mahindra bank,-1.0
9228,psu banking stocks likely to break down  mitesh thacker,-1.0
9229,ranbaxy plunges  in two sessions after usfda ban,-1.0
9230,re stays at near month low  closes at 36 dollar,-1.0
9231,real estate to remain under pressure for long  iifl,-1.0
9232,realty stocks seem to be falling sharply  ashwani gujral,-1.0
9233,regulatory concerns weighing on largecap pharma stocks  kunj bansal,-1.0
9234,reits not an immediate game changer for realty mart,-1.0
9235,return on equity bottoming but priced in  credit suisse,0.0
9236,rolta india slips   cuts losses after deutsche upgrade,-1.0
9237,rouble touches new low as oil price retreats,-1.0
9238,rubber trades in bear market as china stockpiles swell,-1.0
9239,rupee at 26  down paise vs us dollar,-1.0
9240,rupee fails to maintain initial gains vs us dollar,-1.0
9241,rupee falls paise against dollar in early trade,-1.0
9242,rupee trims initial losses  trades at 35 vs dlr,-1.0
9243,rupee weakens to near month low on fed worries,-1.0
9244,russia micex falls below 400 points  lowest since mid may,-1.0
9245,russia s largest lender sees rouble falling further in ,-1.0
9246,s korea stocks  won fall  battered by lower commodity prices,-1.0
9247,salary hikes likely to impact operating margins of wipro,-1.0
9248,sat rejects gillette india appeal in shareholding norms case,-1.0
9249,sbi bonds revive grey market  draw criticism from investors,-1.0
9250,sbi s first bond sale botched up on regulatory order,-1.0
9251,sebi rejects alka india promoter plea for waiving interest,-1.0
9252,sebi slaps rs lakh fine on six companies,0.0
9253,sec probes pimco chief bill gross etf bond fund,-1.0
9254,select edible oils fall on sluggish demand  global cues,-1.0
9255,sell voltas with target of rs  sandeep wagle,-1.0
9256,sensex falls from days high  top trading bets,-1.0
9257,sensex falls in line with emerging markets  feels selling pressure,-1.0
9258,sensex under pressure  here what experts are betting on,-1.0
9259,shanghai composite index reverses gains after weak manufacturing data,-1.0
9260,shipping corp  weak freight rates remain a major concern,-1.0
9261,silver futures down 16  on profit booking  weak global cues,-1.0
9262,silver plunges over per cent on global cues,-1.0
9263,silver remains down in futures trade tracking global cues,-1.0
9264,slump in rolls royce after profit warning hits european shares,-1.0
9265,slumps at volkswagen and rsa weigh on european shares,-1.0
9266,spicejet cracks nearly   here what the management says,-1.0
9267,spicejet sinks over  despite airline talk on funds,-1.0
9268,spicejet s q3 loss widens in battle to stay afloat,-1.0
9269,sstl q3 net loss narrows at rs 9 crore,-1.0
9270,sstl q3 net loss widens to rs crore,-1.0
9271,stay away from infosys at current levels  pramod gubbi,-1.0
9272,stay away from power companies for now  deven choksey,-1.0
9273,steady supply keeps brent oil below  a barrel,-1.0
9274,steel stocks decline on weak china factory output data,-1.0
9275,suzlon  recovery on track  costs  competition may hurt company,-1.0
9276,talwalkars  business model not exciting  mayuresh joshi  angel broking,-1.0
9277,telcos have very stretched balance sheets    ask investment,-1.0
9278,telcos pare gains as sc rejects license extension plea,-1.0
9279,textile stocks likely to remain under pressure  vijay bhambwani,-1.0
9280,textiles  competition  high input cost to hit cos hard,-1.0
9281,titan cracks over  as rakesh jhunjhunwala cuts stake,-1.0
9282,tobacco stocks weigh on uk ftse after rjr fine,-1.0
9283,turmeric futures down 27 per cent on sluggish demand,-1.0
9284,unitech net profit slips to rs 36 cr stk down,-1.0
9285,universal commodity exchange suspends trading after just an year,-1.0
9286,up sugar output drop by  sends ominous signals,-1.0
9287,us stocks  wall street ends down following ups outlook,-1.0
9288,volkswagen shares slump  a look at volkswagen s emissions crisis,-1.0
9289,wabag net profit slips despite a  revenue jump,-1.0
9290,weak opening likely as jp morgan q4 hurt sentiment,-1.0
9291,with  net drop  maruti drives home india slackness,-1.0
9292,won leads asia fx losses as fed seen hawkish,-1.0
9293,world shares at month low as growth worries mount,-1.0
9294,yuan in biggest fall since after surprise devaluation,-1.0
9295,zylog systems q2 net loss at rs 63 crore,-1.0
9296, year bond yield eases tracking fall in global oil prices,-1.0
9297, has been strong resistance for everest kanto  sanjeev agarwal,-1.0
9298,2g scam  db realty shares down on cbi probe report,-1.0
9299,aap effect  ril slips below rs  expert gets bearish,-1.0
9300,adag stocks plummet further  rcom hits record low on bse,-1.0
9301,adani powers posts lower q3 loss at rs crore,-1.0
9302,airasia india trebled quarterly losses in july september over previous year,-1.0
9303,all founders of sequoia capital quit to form new fund,-1.0
9304,analyst community took long to downgrade tata steel  hemindra hazari,-1.0
9305,analysts advise cutting longs as nifty seen slipping to 8600,-1.0
9306,asia shares slip on greek default fears  fed meeting awaited,-1.0
9307,astrazeneca pharma shares plunge over  ahead of board meet,-1.0
9308,aurobindo pharma shares fall  company comes under usfda lens  again,-1.0
9309,australia shares pare gains on ny ebola case  financials underpin,-1.0
9310,australian shares down from month highs  big name stocks sell off,-1.0
9311,aviation turbine fuel  dollar hits where it hurts the most,-1.0
9312,bank nifty unlikely to rally in short term  mitesh thacker,-1.0
9313,beml q3 net dips pc to rs cr,-1.0
9314,bhel s run up on bourses amid the slump is probably overdone,-1.0
9315,bond yield slips below repo  may herald a rate cut,-1.0
9316,bond yields edge down at open  tracking oil  us peers,-1.0
9317,bonds yields ease on renewed risk aversion in global markets,-1.0
9318,brent crude drops below   weak demand outweighs geopolitical worries,-1.0
9319,brent falls towards  amid supply glut  lower price forecasts,-1.0
9320,brent slips below  after sharp rally in volatile market,-1.0
9321,britain ftse falls as concern grows over violence in iraq,-1.0
9322,britain ftse touches month low as global growth concerns gnaw,-1.0
9323,carborundum universal q1 net down  at rs 78 crore,-1.0
9324,cardamom futures extend losses down 05 per cent on sluggish demand,-1.0
9325,carl icahn says his firm sold remainder of netflix stake,-1.0
9326,caution advised for tata elxsi at current levels  sudip bandyopadhyay,-1.0
9327,cbi examines ex sebi chairman c b bhave in mcx case,-1.0
9328,central bank october december net declines  to rs crore,-1.0
9329,chennai petro cracks  after posting net losses in q2,-1.0
9330,china yuan falls  seen remaining weak in the near term,-1.0
9331,china yuan retreats from near month high versus us dollar,-1.0
9332,citigroup downgrades maruti suzuki to  neutral  from  buy  citing valuations,-1.0
9333,coal india falls  offtake adjusted for power demand worries investors,-1.0
9334,colgate palmolive q1 net down 16  at rs 91 crore,-1.0
9335,copper weakens in futures trade on global cues  subdued demand,-1.0
9336,corporation bank q3 profit dips  to rs crore,-1.0
9337,court issues fresh summons to sahara  its chief subrata roy,-1.0
9338,court may soon appoint liquidator in nsel case  police officials,-1.0
9339,crude palm oil futures weaken by 17  on low demand,-1.0
9340,cut long positions if nifty50 falls below 820  mitesh thacker,-1.0
9341,dabur falls as reports name ex director in black money list,-1.0
9342,dalmia cement may sell stake to raise rs 200 cr,-1.0
9343,day after stake sale  ongc shares slip per cent,-1.0
9344,dhanuka agritech q2 net down  at rs 72 crore,-1.0
9345,diamond sales in domestic market remains flat despite regulatory measures,-1.0
9346,difficult for apollo tyres to cross 67 levels  mitesh thacker,-1.0
9347,dlf falls   bse removes stock from group a category,-1.0
9348,dollar under pressure after shake out of crowded bullish positions,-1.0
9349,ebbing global cues  weak domestic demand bring down lead futures,-1.0
9350,egom could be slightly negative for telecom sector  prashasta seth,-1.0
9351,eid parry q4 net profit dips by per cent,-1.0
9352,emami slumps  post  decline in q2 net profits,-1.0
9353,empee distilleries reports q3 net loss at rs 47 crore,-1.0
9354,energy shares drag on wall street as crude prices fall,-1.0
9355,essar oil slumps 4 per cent  below delisting floor price,-1.0
9356,euro heads towards month lows  germany zew survey seen weak,-1.0
9357,european shares dip after ecb rally  eyes on us payrolls,-1.0
9358,european shares sink to 1 month low in broad sell off,-1.0
9359,exclusion from f o  liquour ban in kerala hurts united spirits,-1.0
9360,expect market volatility to continue  arindam ghosh  blackridge capital advisors,0.0
9361,eyes on euro zone inflation after fed tempers dollar rally,-1.0
9362,farmers in distress as rubber prices languish at year low,-1.0
9363,fii buying in v mart retail crosses limit  no further purchase,-1.0
9364,forex reserves slip   million to   97 billion,-1.0
9365,fortis healthcare to transfer land assets to reit  stock down,-1.0
9366,friday redux  us stocks fall in final hour of trading,-1.0
9367,gitanjali gems q3 net declines 6  at rs 46 cr,-1.0
9368,glaxosmithkline pharma q2 net down 56  to rs 29 crore,-1.0
9369,global oil prices slide  rout undeterred by us jobs data,-1.0
9370,global weakness turned markets towards a flat day  ashwani gujral,-1.0
9371,gmdc q3 net 71 pc down at rs 19 cr,-1.0
9372,gmr infrastructure q1 net loss shrinks to rs crore,-1.0
9373,godrej consumer q4 net down 28  at rs 28 crore,-1.0
9374,gold dips for sixth day on sustained selling  global cues,-1.0
9375,gold holds steady below  300 an ounce  investor interest muted,-1.0
9376,gold steadies near  200 as oil firms  sentiment remains bearish,-1.0
9377,goldman sachs remains underweight on commodities for next months,-1.0
9378,government sells  stake in axis bank  shares fall ,-1.0
9379,grasim industries q4 net declines 92  to rs 27 crore,-1.0
9380,gspc likely to postpone ipo as merchant bankers advise caution,-1.0
9381,gst  mat issue key concerns for the market  ajay bagga,-1.0
9382,gvk power reports rs 30 crore net loss in q1,-1.0
9383,haitong securities shares fall per cent after trading resumes,-1.0
9384,hcl technologies slips over  on weak october december quarter outlook,-1.0
9385,hdfc is down on subdued banking space  pankaj pandey  icicidirect com,-1.0
9386,hdil md sarang wadhawan sells lakh shares of company,-1.0
9387,hdil q4 net profit down  at rs 89 crore,-1.0
9388,heidelberg cement india q1 net loss at rs crore,-1.0
9389,hexawares stock falls  as profit growth comes under pressure,-1.0
9390,high valuations keeping investors away from fmcg counters  deven choksey,-1.0
9391,higher supply pulls down crude palm oil at futures trade,-1.0
9392,hindalco clocks  dip in net to rs 456 crore,-1.0
9393,hmt plunges  as government decides to shutdown sick psus,-1.0
9394,hong kong main share index ends lower in weak volumes,-1.0
9395,housing finance cos stocks valuations not very attractive  angel broking,-1.0
9396,hov services investors oppose stake sale in us based company,-1.0
9397,i don t see strong momentum in cnx it  mitesh thacker,-1.0
9398,ifci slips over  after govt raises stake to 57 ,-1.0
9399,india bond yields edge lower at open on bargain buying,-1.0
9400,inflation   corporate governance biggest market worries  blackstone asia advisors,0.0
9401,international energy agency sees bear oil market as stocks balloon,-1.0
9402,iob q3 net dips 81 pc to rs 70 cr,-1.0
9403,ipca slips over  as july september profit lags some estimates,-1.0
9404,irb infrastructure q4 net down  to rs crore,-1.0
9405,it companies may not enjoy the rupee edge for long,-1.0
9406,it stocks drag sensex lower  top ten stocks in focus,-1.0
9407,j m financial consolidated net profit down per cent,-1.0
9408,jammu and kashmir bank falls on weak december quarterly earnings,-1.0
9409,jewellery stocks under pressure  down up to 5 per cent,-1.0
9410,jindal steel will decline with other commodity stocks  ashwani gujral,-1.0
9411,jspl shares slump over  amid reports of bids rejection,-1.0
9412,jubilant foodworks slips  as fii holding hits trigger limit,-1.0
9413,kaveri seed slips nearly  as promoters plan stake sale,-1.0
9414,kerala government s subsidy skids off track as rubber prices fall,-1.0
9415,lack of clarity on raw sugar exports vexes mill owners,-1.0
9416,liquidity overhang hits sbi margin  net flat at rs 479cr,-1.0
9417,lkp merchant financing sells kingfisher shares worth rs crore,-1.0
9418,lloyds steel q1 net loss widens at rs 57 crore,-1.0
9419,mahindra   mahindra financial s prospects don t look promising  mayuresh joshi,-1.0
9420,maintain a sell call on bank nifty  says sandeep wagle,-1.0
9421,malaysia airlines shares fall per cent after latest disaster,-1.0
9422,mandarin oriental in in talks with oberoi realty  stock down,-1.0
9423,mangalore chemicals shares tank over  on stake sale reports,-1.0
9424,markets remain choppy  get used to smaller profits  ashwani gujral,-1.0
9425,max india posts q4 net loss at rs 47 cr,-1.0
9426,mindtree ends  lower on weak q4 outlook  kotak downgrade,-1.0
9427,mindtree q4 net profit falls 6  at rs crore,-1.0
9428,mining stocks down as iron ore hits 1 year low,-1.0
9429,monsanto india posts rs crore loss in september quarter,-1.0
9430,monsoon fears  tight npa norms weigh on shriram transport finance,-1.0
9431,msci faces opposition to china inclusion in key index  sources,-1.0
9432,mundra port may not get past levels  ashwani gujral,-1.0
9433,national fertilizers q2 profit down  at rs crore,-1.0
9434,natural rubber  dull demand unlikely to help upturn in prices,-1.0
9435,nbcc on disinvestment radar this fiscal  sail fpo next month,-1.0
9436,ndtv q2 consolidated net loss at rs rs 26 crore,-1.0
9437,negative on tata motors  ambareesh baliga  way2wealth brokers pvt  ltd,-1.0
9438,new companies act may hurt non banking finance companies bond sales,-1.0
9439,nhpc q2 net profit drops 67  to rs 58 crore,-1.0
9440,nikkei falls to week low as japan recession spooks market,-1.0
9441,no relief for ranbaxy in the near term  five facts,-1.0
9442,north america puts its drilling projects on hold  guar slips,-1.0
9443,northern trust sells satyam computer shares worth rs crore,-1.0
9444,oil dives to new depths  rush to safety aids yen,-1.0
9445,omaxe q3 net down by 7  to rs 57 crore,-1.0
9446,omc space not a favourite  vetri subramaniam  religare mutual fund,-1.0
9447,oracle financial services software gains  q1 net profit falls ,-1.0
9448,parsvnath q3 net profit falls  to rs crore,-1.0
9449,pipavav defence tanks as open offer price lower than cmp,-1.0
9450,polaris can be a little volatile both ways  deepak mohoni,-1.0
9451,radico khaitan q2 net down 48  at rs 32 crore,-1.0
9452,radico khaitan q4 net down 98  at rs 9 crore,-1.0
9453,rallis india shares tumble over  on weak q2 results,-1.0
9454,ranbaxy net loss at rs 6 crore in jan mar quarter,-1.0
9455,rbi s steps to curb rupee fall spook markets  tirthankar patnaik,-1.0
9456,restructured asset to post challenges for psu banks  pankaj pandey,-1.0
9457,rupee off highs on suspected reserve bank of india intervention,-1.0
9458,rupee sees biggest single day fall in a month  fm awaited,-1.0
9459,sadbhav engineering q2 net declines  to rs 13 crore,-1.0
9460,sebi imposes rs lakh penalty on safari industries promoters,-1.0
9461,securities appellate tribunal backs sebi order against usha india ltd,-1.0
9462,sell acc ltd with target of rs  sandeep wagle,-1.0
9463,sell hdfc with a target of rs 320  mitesh thacker,-1.0
9464,sell ioc with a target of rs  sandeep wagle,-1.0
9465,sell ranbaxy with target price of rs  ashwani gujral,-1.0
9466,sell tcs with a target of rs  mitesh thacker,-1.0
9467,sell voltas with a target of rs  prakash gaba,-1.0
9468,sensex cracks over points  top ten stocks in focus,-1.0
9469,shoppers stop q2 net drops  to rs crore,-1.0
9470,sistema s fourth quarter net loss widens on costs  revenue strong,-1.0
9471,south korean stocks fall on profit taking  flat for holiday shortened week,-1.0
9472,spike in yellow metal prices hits traders of paper gold,-1.0
9473,srei infra slumps on low valuation of american tower viom deal,-1.0
9474,sstl net loss widens to rs cr in q1,-1.0
9475,sstl q4 net loss significantly narrows at rs cr,-1.0
9476,stay away from construction sector  mehraboon irani  nirmal bang securities,-1.0
9477,stay out of hindustan copper at the moment  ashit suri,-1.0
9478,sterling edges down on dovish boe comments  eyes on fed,-1.0
9479,sterling hits month low  caution ahead of boe inflation report,-1.0
9480,sterlite industries plunges as tnpcb orders closure of smelter plant,-1.0
9481,syndicate bank q2 net declines  to rs crore,-1.0
9482,talwalkars rallies   hits week high on stake sale reports,-1.0
9483,tbwa india announces top management changes  shiv sethuraman moves out,-1.0
9484,telcos weighed down due to ongoing spectrum auctions  deven choksey,-1.0
9485,temptation foods q3 net declines 53  at rs 87 cr,-1.0
9486,tepid response to hrudayalaya ipo   subscribed on day ,-1.0
9487,tough for godrej properties to cross rs 685  mitesh thacker,-1.0
9488,tough times ahead for investors  arvind sanger  geosphere capital management,0.0
9489,tpg keen to sell balance  in shriram transport finance,-1.0
9490,trading firms raised early concerns about barclays  dark pool  reports,-1.0
9491,turmeric futures fall  on fall in demand  profit booking,-1.0
9492,u s  billionaire wilbur ross cashes out bank of ireland stake,-1.0
9493,unitech plunges as cbi begins fresh probe in 2g case,-1.0
9494,unitech q2 net profit down  at rs 57 crore,-1.0
9495,united spirits q3 net declines  at rs cr,-1.0
9496,unusual trades in december series nifty options under sebi lens,0.0
9497,us dollar softens as traders look to ecb policy meeting,-1.0
9498,valuations have been fairly expensive in pharma sector  iv subramaniam,-1.0
9499,videocon industries q4 net down  at rs 42 crore,-1.0
9500,videocon telecom q2 operating loss narrows to rs crore,-1.0
9501,vijaya bank q4 net dips  to rs crore,-1.0
9502,v mart q4 net profit declines marginally to rs 09 crore,-1.0
9503,volatility higher but fall in contract value hits gold turnover,-1.0
9504,voltas q3 down 38 per cent at rs 92 crore,-1.0
9505,wagon supply delay drags texmaco into rs 5 crore loss,-1.0
9506,warren buffett cuts tesco stake to below per cent,-1.0
9507,wipro comes under tax surveillance for  body shopping   stock falls,-1.0
9508,wockhardt s stock plummets  today  not an opportunity to buy,-1.0
9509,would not take a position on the nifty  deepak mohoni,-1.0
9510,yes bank may find it tough to grow retail biz,-1.0
